Motion Through Fluids Experiment Thu, Feb 06, 2020 2:11 PM
Time(sec)	Position(mm)
9.499	115.491
9.549	116.584
9.599	117.131
9.649	117.678
9.699	118.225
9.749	118.771
9.799	119.318
9.849	119.865
9.899	120.412
9.949	120.958
9.999	122.052
10.049	122.599
10.099	123.145
10.149	123.692
10.200	124.239
10.250	124.786
10.299	125.332
10.349	126.426
10.399	126.973
10.449	127.519
10.500	128.066
10.549	128.613
10.599	129.160
10.649	129.706
10.699	130.253
10.749	130.800
10.799	131.347
10.849	132.440
10.899	132.987
10.949	133.533
10.999	134.080
11.050	134.627
11.099	135.174
11.149	135.720
11.199	136.267
11.249	136.814
11.299	137.907
11.349	138.454
11.399	139.001
11.449	139.548
11.500	140.094
11.549	140.641
11.599	141.188
11.649	141.735
11.699	142.828
11.749	143.375
11.799	143.922
11.849	144.468
11.899	145.015
11.949	145.562
11.999	146.109
12.049	147.202
12.099	147.749
12.149	148.296
12.199	148.842
12.249	149.389
12.299	149.936
12.349	150.483
12.399	151.029
12.449	151.576
12.499	152.123
12.549	153.216
12.599	153.763
12.650	154.310
12.700	154.856
12.749	155.403
12.799	155.950
12.849	156.497
12.899	157.043
12.949	158.137
12.999	158.684
13.049	159.230
13.099	159.777
13.149	160.324
13.199	160.871
13.249	161.417
13.299	161.964
13.349	163.058
13.399	163.604
13.449	164.151
13.499	164.698
13.549	165.245
13.599	165.791
13.649	166.338
13.700	166.885
13.750	167.978
13.799	167.978
13.849	169.072
13.899	169.619
13.949	170.165
13.999	170.712
14.049	171.259
14.099	171.806
14.149	172.352
14.199	172.899
14.249	173.992
14.299	174.539
14.349	175.086
14.400	175.633
14.449	176.179
14.499	176.726
14.549	177.273
14.600	177.820
14.649	178.366
14.699	178.913
14.749	180.007
14.799	180.553
14.849	181.100
14.899	181.647
14.950	182.194
14.999	182.740
15.049	183.287
15.099	184.381
15.149	184.927
15.199	185.474
15.249	186.021
15.299	186.568
15.349	187.114
15.399	187.661
15.450	188.208
15.499	188.755
15.549	189.301
15.599	190.395
15.649	190.942
15.699	191.488
15.749	192.035
15.799	192.582
15.849	193.129
15.899	193.675
15.949	194.222
15.999	194.769
16.049	195.862
16.099	196.409
16.149	196.956
16.199	197.502
16.249	198.049
16.299	198.596
16.349	199.143
16.399	199.689
16.450	200.236
16.499	201.330
16.549	201.876
16.599	202.423
16.649	202.970
16.699	203.517
16.749	204.063
16.799	204.610
16.849	205.157
16.900	205.704
16.949	206.250
16.999	207.344
17.049	207.891
17.099	208.437
17.149	208.984
17.200	209.531
17.249	210.078
17.299	210.624
17.350	211.171
17.399	211.718
17.449	212.265
17.499	212.811
17.549	213.358
17.599	214.452
17.649	214.998
17.700	215.545
17.749	216.092
17.800	216.638
17.849	217.185
17.899	217.732
17.950	218.279
17.999	218.825
18.049	219.372
18.099	219.919
18.149	220.466
18.200	221.012
18.249	221.559
18.299	222.653
18.349	223.199
18.399	223.746
18.449	224.293
18.499	224.840
18.550	225.386
18.599	225.933
18.649	226.480
18.699	227.027
18.749	227.573
18.799	228.120
18.849	228.667
18.899	229.214
18.949	229.760
18.999	230.307
19.049	230.854
19.099	231.401
19.149	231.947
19.199	232.494
19.249	233.041
19.299	233.588
19.349	234.134
19.399	234.681
19.449	235.228
19.499	235.775
19.549	236.321
19.599	236.868
19.649	237.415
19.699	237.962
19.749	238.508
19.799	239.055
19.850	239.602
19.899	240.148
19.950	240.695
19.999	241.242
20.049	241.789
20.099	242.335
20.149	242.882
20.200	243.429
20.249	243.976
20.299	244.522
20.349	245.069
20.400	245.616
20.450	246.163
20.499	246.709
20.549	247.256
20.599	247.803
20.649	248.350
20.699	248.350
20.750	248.896
20.799	249.443
20.849	249.990
20.899	250.537
20.949	251.083
20.999	251.630
21.049	252.177
21.099	252.724
21.149	253.270
21.199	253.817
21.249	253.817
21.299	254.364
21.349	254.911
21.399	255.457
21.449	255.457
21.499	0.000
21.549	0.000
21.600	0.000
21.649	0.000
21.699	0.000
21.749	0.000
21.799	0.000
21.849	0.000
21.899	0.000
21.949	0.000
21.999	0.000
22.049	0.000
22.099	0.000
