Motion Through Fluids Experiment Thu, Feb 06, 2020 2:15 PM
Time(sec)	Position(mm)
11.902	148.842
11.952	149.389
12.002	149.936
12.052	150.483
12.102	151.029
12.152	151.576
12.202	152.123
12.252	153.216
12.302	153.763
12.352	154.310
12.402	154.856
12.452	155.403
12.502	155.950
12.552	156.497
12.602	157.043
12.653	157.590
12.702	158.684
12.752	159.230
12.802	159.777
12.852	160.324
12.902	160.871
12.952	161.417
13.002	161.964
13.052	162.511
13.103	163.604
13.152	164.151
13.202	164.698
13.253	165.245
13.302	165.791
13.352	166.338
13.402	166.885
13.452	167.432
13.502	167.978
13.552	168.525
13.603	169.619
13.652	170.165
13.702	170.712
13.752	171.259
13.802	171.806
13.852	172.352
13.902	172.899
13.952	173.446
14.002	174.539
14.052	175.086
14.102	175.633
14.153	176.179
14.202	176.726
14.252	177.273
14.302	177.820
14.352	178.366
14.402	178.913
14.452	179.460
14.502	180.007
14.552	181.100
14.602	181.647
14.652	182.194
14.702	182.740
14.752	183.287
14.802	183.834
14.852	184.381
14.902	184.927
14.952	186.021
15.003	186.568
15.053	187.114
15.102	187.661
15.152	188.208
15.202	188.755
15.252	189.301
15.302	189.848
15.352	190.395
15.402	190.942
15.452	192.035
15.502	192.035
15.552	193.129
15.602	193.675
15.652	194.222
15.702	194.769
15.752	195.316
15.802	195.862
15.853	196.409
15.902	196.956
15.952	197.502
16.002	198.596
16.052	199.143
16.102	199.689
16.152	200.236
16.202	200.783
16.252	201.330
16.302	201.876
16.352	202.423
16.402	202.970
16.452	203.517
16.503	204.610
16.552	205.157
16.602	205.704
16.652	206.250
16.702	206.797
16.753	207.344
16.803	207.891
16.852	208.437
16.902	208.984
16.952	209.531
17.002	210.624
17.052	211.171
17.102	211.718
17.152	212.265
17.202	212.811
17.252	213.358
17.302	213.905
17.353	214.452
17.402	214.998
17.452	215.545
17.502	216.092
17.553	216.638
17.603	217.185
17.652	218.279
17.702	218.279
17.753	219.372
17.802	219.919
17.852	220.466
17.902	221.012
17.952	221.559
18.002	222.106
18.053	222.653
18.102	223.199
18.152	223.746
18.202	224.293
18.252	224.840
18.302	225.386
18.352	225.933
18.402	226.480
18.452	227.027
18.502	227.573
18.552	228.120
18.602	228.667
18.652	229.214
18.702	229.760
18.752	230.307
18.802	230.854
18.852	231.401
18.902	231.947
18.953	232.494
19.002	233.041
19.052	233.588
19.102	234.134
19.152	234.681
19.202	235.228
19.252	235.775
19.302	236.321
19.352	236.868
19.402	237.415
19.452	237.962
19.502	238.508
19.552	239.055
19.602	239.602
19.652	240.148
19.702	240.695
19.752	241.242
19.802	241.789
19.853	242.335
19.902	242.882
19.952	243.429
20.002	243.429
20.053	243.976
20.102	244.522
20.152	245.069
20.202	245.616
20.252	246.163
20.302	246.709
20.352	247.256
20.403	247.803
20.452	248.350
20.502	248.896
20.552	249.443
20.602	249.990
20.652	250.537
20.702	251.083
20.752	251.083
20.802	251.630
20.853	252.177
20.903	252.724
20.952	253.270
21.003	253.817
21.052	254.364
21.102	254.911
21.152	254.911
21.202	255.457
21.252	0.000
21.302	0.000
21.353	0.000
21.402	0.000
21.452	0.000
21.502	0.000
21.552	0.000
21.602	0.000
21.652	0.000
21.702	0.000
21.752	0.000
21.802	0.000
21.852	0.000
21.902	0.000
21.952	0.000
22.002	0.000
