Motion Through Fluids Experiment Thu, Feb 06, 2020 2:27 PM
Time(sec)	Position(mm)
8.715	23.638
8.765	23.638
8.815	23.638
8.865	24.185
8.915	24.185
8.965	24.185
9.015	24.732
9.065	24.732
9.115	24.732
9.165	25.278
9.215	25.278
9.265	25.278
9.315	25.825
9.365	25.825
9.415	25.825
9.465	26.372
9.515	26.372
9.565	26.372
9.616	26.918
9.665	26.918
9.715	26.918
9.765	26.918
9.815	27.465
9.866	27.465
9.915	27.465
9.965	28.012
10.015	28.012
10.065	28.012
10.115	28.559
10.165	28.559
10.215	28.559
10.265	29.105
10.315	29.105
10.365	29.105
10.415	29.105
10.465	29.652
10.515	29.652
10.565	29.652
10.615	30.199
10.665	30.199
10.715	30.199
10.765	30.746
10.815	30.746
10.865	30.746
10.915	31.292
10.965	31.292
11.015	31.292
11.065	31.839
11.115	31.839
11.165	31.839
11.215	32.386
11.265	32.386
11.315	32.386
11.366	32.386
11.416	32.933
11.465	32.933
11.515	33.479
11.566	33.479
11.615	33.479
11.665	33.479
11.715	34.026
11.766	34.026
11.815	34.026
11.865	34.573
11.915	34.573
11.965	34.573
12.015	35.120
12.065	35.120
12.116	35.120
12.165	35.666
12.215	35.666
12.265	35.666
12.315	35.666
12.365	36.213
12.415	36.213
12.465	36.213
12.515	36.760
12.566	36.760
12.615	36.760
12.665	37.307
12.715	37.307
12.766	37.307
12.815	37.853
12.865	37.853
12.915	37.853
12.965	38.400
13.015	38.400
13.065	38.400
13.115	38.947
13.165	38.947
13.215	38.947
13.265	38.947
13.315	39.494
13.365	39.494
13.415	39.494
13.466	40.040
13.516	40.040
13.565	40.040
13.617	40.587
13.665	40.587
13.715	40.587
13.765	41.134
13.815	41.134
13.865	41.134
13.915	41.681
13.965	41.681
14.015	41.681
14.065	41.681
14.115	42.227
14.165	42.227
14.215	42.227
14.265	42.774
14.315	42.774
14.366	42.774
14.415	43.321
14.465	43.321
14.515	43.321
14.565	43.868
14.615	43.868
14.665	43.868
14.715	44.414
14.765	44.414
14.816	44.414
14.865	44.414
14.915	44.961
14.965	44.961
15.016	45.508
15.065	45.508
15.115	45.508
15.165	45.508
15.215	46.055
15.265	46.055
15.315	46.055
15.365	46.601
15.415	46.601
15.465	46.601
15.515	46.601
15.565	47.148
15.617	47.148
15.665	47.148
15.715	47.695
15.765	47.695
15.816	47.695
15.865	48.241
15.915	48.241
15.965	48.241
16.015	48.788
16.065	48.788
16.115	48.788
16.165	49.335
16.216	49.335
16.265	49.335
16.315	49.882
16.366	49.882
16.415	49.882
16.465	49.882
16.515	50.428
16.565	50.428
16.615	50.428
16.665	50.975
16.716	50.975
16.765	50.975
16.815	51.522
16.865	51.522
16.915	51.522
16.965	52.069
17.015	52.069
17.065	52.069
17.115	52.615
17.165	52.615
17.215	52.615
17.265	53.162
17.315	53.162
17.365	53.162
17.415	53.162
17.465	53.709
17.515	53.709
17.565	53.709
17.616	54.256
17.665	54.256
17.715	54.256
17.765	54.802
17.815	54.802
17.865	54.802
17.915	55.349
17.965	55.349
18.015	55.349
18.065	55.896
18.115	55.896
18.165	55.896
18.215	56.443
18.266	56.443
18.315	56.443
18.365	56.443
18.415	56.989
18.465	56.989
18.515	56.989
18.565	57.536
18.615	57.536
18.665	57.536
18.715	58.083
18.766	58.083
18.815	58.083
18.865	58.630
18.915	58.630
18.965	58.630
19.015	59.176
19.065	59.176
19.115	59.176
19.165	59.176
19.215	59.723
19.265	59.723
19.315	59.723
19.365	60.270
19.416	60.270
19.465	60.270
19.515	60.817
19.565	60.817
19.615	60.817
19.666	61.363
19.715	61.363
19.765	61.363
19.815	61.363
19.865	61.910
19.915	61.910
19.966	61.910
20.015	62.457
20.065	62.457
20.115	62.457
20.165	63.004
20.216	63.004
20.266	63.004
20.315	63.550
20.365	63.550
20.415	63.550
20.465	63.550
20.515	64.097
20.565	64.097
20.615	64.644
20.665	64.644
20.715	64.644
20.766	64.644
20.815	65.191
20.865	65.191
20.915	65.191
20.965	65.737
21.015	65.737
21.065	65.737
21.115	66.284
21.165	66.284
21.215	66.284
21.265	66.831
21.315	66.831
21.365	66.831
21.415	66.831
21.465	67.378
21.515	67.378
21.566	67.924
21.615	67.924
21.665	67.924
21.715	67.924
21.765	68.471
21.815	68.471
21.865	68.471
21.915	69.018
21.965	69.018
22.015	69.018
22.065	69.018
22.115	69.564
22.165	69.564
22.215	70.111
22.265	70.111
22.315	70.111
22.365	70.111
22.415	70.658
22.465	70.658
22.515	70.658
22.565	71.205
22.615	71.205
22.665	71.205
22.715	71.751
22.765	71.751
22.815	71.751
22.865	72.298
22.915	72.298
22.965	72.298
23.015	72.298
23.065	72.845
23.115	72.845
23.165	72.845
23.215	73.392
23.265	73.392
23.315	73.938
23.365	73.938
23.415	73.938
23.465	73.938
23.515	74.485
23.565	74.485
23.615	74.485
23.665	75.032
23.715	75.032
23.765	75.032
23.815	75.579
23.865	75.579
23.915	75.579
23.965	76.125
24.015	76.125
24.065	76.125
24.115	76.125
24.165	76.672
24.215	76.672
24.266	76.672
24.315	77.219
24.365	77.219
24.415	77.219
24.466	77.766
24.515	77.766
24.565	77.766
24.615	77.766
24.665	78.312
24.715	78.312
24.765	78.859
24.815	78.859
24.865	78.859
24.915	78.859
24.965	79.406
25.015	79.406
25.066	79.953
25.115	79.953
25.165	79.953
25.215	79.953
25.265	80.499
25.315	80.499
25.365	80.499
25.415	81.046
25.465	81.046
25.515	81.046
25.565	81.593
25.615	81.593
25.665	81.593
25.715	82.140
25.765	82.140
25.815	82.140
25.865	82.140
25.915	82.686
25.965	82.686
26.015	82.686
26.066	83.233
26.115	83.233
26.165	83.233
26.215	83.780
26.265	83.780
26.315	83.780
26.365	84.327
26.415	84.327
26.465	84.327
26.516	84.873
26.565	84.873
26.615	84.873
26.665	85.420
26.715	85.420
26.765	85.420
26.815	85.420
26.865	85.967
26.916	85.967
26.965	85.967
27.016	86.514
27.065	86.514
27.115	86.514
27.165	87.060
27.215	87.060
27.265	87.060
27.315	87.607
27.365	87.607
27.415	87.607
27.465	88.154
27.515	88.154
27.566	88.154
27.615	88.154
27.665	88.701
27.715	88.701
27.765	88.701
27.815	89.247
27.865	89.247
27.915	89.247
27.965	89.794
28.015	89.794
28.066	89.794
28.115	90.341
28.165	90.341
28.216	90.341
28.265	90.887
28.315	90.887
28.365	90.887
28.415	90.887
28.466	91.434
28.515	91.434
28.565	91.434
28.615	91.981
28.665	91.981
28.715	91.981
28.765	92.528
28.815	92.528
28.866	92.528
28.915	93.074
28.965	93.074
29.015	93.074
29.065	93.074
29.115	93.621
29.165	93.621
29.215	93.621
29.265	94.168
29.315	94.168
29.365	94.168
29.415	94.715
29.515	94.715
29.565	95.261
29.615	95.261
29.665	95.261
29.715	95.808
29.765	95.808
29.815	95.808
29.865	96.355
29.916	96.355
29.966	96.355
30.015	96.355
30.066	96.902
30.115	96.902
30.165	96.902
30.215	97.448
30.265	97.448
30.315	97.448
30.366	97.995
30.416	97.995
30.465	97.995
30.515	98.542
30.565	98.542
30.616	98.542
30.665	99.089
30.715	99.089
30.765	99.089
30.815	99.089
30.865	99.635
30.915	99.635
30.966	99.635
31.015	100.182
31.065	100.182
31.115	100.182
31.165	100.729
31.215	100.729
31.266	100.729
31.315	101.276
31.365	101.276
31.415	101.276
31.465	101.276
31.515	101.822
31.565	101.822
31.615	101.822
31.665	102.369
31.715	102.369
31.765	102.369
31.815	102.916
31.865	102.916
31.915	102.916
31.965	103.463
32.015	103.463
32.065	103.463
32.115	104.009
32.165	104.009
32.215	104.009
32.265	104.556
32.316	104.556
32.365	104.556
32.415	105.103
32.466	105.103
32.515	105.103
32.566	105.103
32.615	105.650
32.665	105.650
32.715	105.650
32.765	106.196
32.815	106.196
32.865	106.196
32.915	106.743
32.965	106.743
33.015	106.743
33.065	107.290
33.115	107.290
33.165	107.290
33.215	107.837
33.265	107.837
33.315	107.837
33.365	107.837
33.415	108.383
33.465	108.383
33.516	108.383
33.565	108.930
33.616	108.930
33.665	108.930
33.715	109.477
33.765	109.477
33.815	109.477
33.865	110.024
33.915	110.024
33.965	110.024
34.015	110.024
34.065	110.570
34.115	110.570
34.165	110.570
34.216	111.117
34.265	111.117
34.315	111.117
34.365	111.664
34.415	111.664
34.465	111.664
34.516	112.210
34.565	112.210
34.615	112.210
34.665	112.757
34.716	112.757
34.765	112.757
34.815	113.304
34.866	113.304
34.915	113.304
34.965	113.304
35.015	113.851
35.065	113.851
35.115	113.851
35.166	114.397
35.215	114.397
35.265	114.397
35.315	114.944
35.365	114.944
35.415	114.944
35.465	114.944
35.515	115.491
35.566	115.491
35.615	115.491
35.665	116.038
35.715	116.038
35.765	116.038
35.815	116.584
35.865	116.584
35.915	116.584
35.965	117.131
36.015	117.131
36.065	117.131
36.115	117.678
36.165	117.678
36.215	117.678
36.265	117.678
36.315	118.225
36.365	118.225
36.415	118.225
36.465	118.771
36.515	118.771
36.565	118.771
36.615	119.318
36.665	119.318
36.715	119.318
36.765	119.865
36.815	119.865
36.865	119.865
36.915	120.412
36.965	120.412
37.015	120.412
37.065	120.958
37.116	120.958
37.165	120.958
37.215	120.958
37.265	121.505
37.315	121.505
37.365	121.505
37.415	122.052
37.465	122.052
37.515	122.052
37.565	122.599
37.615	122.599
37.665	122.599
37.715	123.145
37.765	123.145
37.815	123.145
37.865	123.692
37.915	123.692
37.965	123.692
38.015	124.239
38.065	124.239
38.115	124.239
38.165	124.239
38.215	124.786
38.265	124.786
38.316	124.786
38.365	125.332
38.415	125.332
38.465	125.332
38.516	125.879
38.565	125.879
38.615	125.879
38.665	126.426
38.715	126.426
38.765	126.426
38.816	126.973
38.865	126.973
38.915	126.973
38.965	126.973
39.015	127.519
39.065	127.519
39.115	127.519
39.165	128.066
39.215	128.066
39.265	128.066
39.315	128.613
39.365	128.613
39.415	128.613
39.465	129.160
39.515	129.160
39.565	129.160
39.615	129.706
39.665	129.706
39.715	129.706
39.765	129.706
39.816	130.253
39.865	130.253
39.915	130.253
39.965	130.800
40.015	130.800
40.065	130.800
40.115	131.347
40.165	131.347
40.215	131.347
40.266	131.893
40.315	131.893
40.365	131.893
40.416	132.440
40.465	132.440
40.515	132.440
40.565	132.440
40.615	132.987
40.665	132.987
40.715	132.987
40.765	133.533
40.815	133.533
40.866	133.533
40.915	134.080
40.965	134.080
41.015	134.080
41.065	134.080
41.115	134.627
41.165	134.627
41.215	135.174
41.266	135.174
41.315	135.174
41.365	135.174
41.415	135.720
41.465	135.720
41.515	135.720
41.565	136.267
41.615	136.267
41.665	136.267
41.715	136.814
41.765	136.814
41.815	136.814
41.867	137.361
41.916	137.361
41.965	137.361
42.015	137.907
42.065	137.907
42.115	137.907
42.165	138.454
42.215	138.454
42.265	138.454
42.315	138.454
42.365	139.001
42.415	139.001
42.466	139.001
42.515	139.548
42.565	139.548
42.615	139.548
42.665	140.094
42.715	140.094
42.765	140.094
42.815	140.641
42.865	140.641
42.915	140.641
42.965	140.641
43.016	141.188
43.065	141.188
43.115	141.188
43.165	141.735
43.215	141.735
43.265	141.735
43.315	142.281
43.365	142.281
43.415	142.281
43.465	142.828
43.515	142.828
43.565	142.828
43.615	142.828
43.665	143.375
43.715	143.375
43.765	143.375
43.815	143.922
43.865	143.922
43.915	143.922
43.965	144.468
44.015	144.468
44.065	144.468
44.115	145.015
44.165	145.015
44.215	145.015
44.265	145.562
44.315	145.562
44.365	145.562
44.415	145.562
44.465	146.109
44.515	146.109
44.565	146.109
44.615	146.655
44.665	146.655
44.715	146.655
44.765	147.202
44.815	147.202
44.865	147.202
44.915	147.202
44.965	147.749
45.015	147.749
45.065	147.749
45.116	148.296
45.165	148.296
45.215	148.296
45.265	148.842
45.315	148.842
45.365	148.842
45.415	149.389
45.465	149.389
45.515	149.389
45.565	149.936
45.615	149.936
45.666	149.936
45.715	149.936
45.765	150.483
45.815	150.483
45.865	150.483
45.915	151.029
45.965	151.029
46.015	151.029
46.065	151.576
46.115	151.576
46.165	151.576
46.215	152.123
46.265	152.123
46.315	152.123
46.365	152.670
46.415	152.670
46.465	152.670
46.515	153.216
46.565	153.216
46.616	153.216
46.665	153.216
46.715	153.763
46.765	153.763
46.815	153.763
46.865	154.310
46.915	154.310
46.965	154.310
47.015	154.856
47.065	154.856
47.115	154.856
47.165	155.403
47.215	155.403
47.265	155.403
47.315	155.403
47.365	155.950
47.415	155.950
47.465	155.950
47.515	156.497
47.565	156.497
47.615	156.497
47.665	157.043
47.716	157.043
47.765	157.043
47.815	157.590
47.865	157.590
47.915	157.590
47.965	158.137
48.015	158.137
48.065	158.137
48.115	158.137
48.165	158.684
48.215	158.684
48.265	158.684
48.316	159.230
48.365	159.230
48.415	159.230
48.465	159.777
48.515	159.777
48.566	159.777
48.615	160.324
48.665	160.324
48.716	160.324
48.765	160.871
48.815	160.871
48.865	160.871
48.915	161.417
48.965	161.417
49.015	161.417
49.065	161.417
49.115	161.964
49.165	161.964
49.215	161.964
49.265	162.511
49.315	162.511
49.365	162.511
49.415	163.058
49.465	163.058
49.515	163.058
49.565	163.604
49.615	163.604
49.665	163.604
49.715	163.604
49.765	164.151
49.815	164.151
49.865	164.151
49.915	164.698
49.965	164.698
50.015	164.698
50.065	165.245
50.115	165.245
50.165	165.245
