Motion Through Fluids Experiment Thu, Feb 06, 2020 2:25 PM
Time(sec)	Position(mm)
18.540	55.896
18.589	55.896
18.639	56.443
18.689	56.443
18.739	56.443
18.789	56.443
18.839	56.989
18.889	56.989
18.939	56.989
18.989	57.536
19.039	57.536
19.089	57.536
19.140	57.536
19.189	58.083
19.239	58.083
19.289	58.083
19.339	58.630
19.389	58.630
19.439	58.630
19.489	58.630
19.540	59.176
19.589	59.176
19.639	59.176
19.689	59.723
19.739	59.723
19.789	59.723
19.839	59.723
19.889	60.270
19.940	60.270
19.989	60.270
20.039	60.817
20.089	60.817
20.139	60.817
20.189	60.817
20.239	61.363
20.289	61.363
20.339	61.363
20.389	61.910
20.439	61.910
20.489	61.910
20.539	61.910
20.589	62.457
20.639	62.457
20.689	62.457
20.739	63.004
20.789	63.004
20.839	63.004
20.889	63.004
20.939	63.550
20.989	63.550
21.040	63.550
21.089	64.097
21.139	64.097
21.189	64.097
21.239	64.097
21.289	64.644
21.339	64.644
21.389	64.644
21.439	65.191
21.490	65.191
21.539	65.191
21.589	65.737
21.639	65.737
21.690	65.737
21.739	65.737
21.789	66.284
21.839	66.284
21.890	66.284
21.940	66.831
21.989	66.831
22.039	66.831
22.089	66.831
22.139	67.378
22.190	67.378
22.239	67.378
22.289	67.924
22.339	67.924
22.389	67.924
22.439	67.924
22.489	68.471
22.539	68.471
22.590	68.471
22.639	69.018
22.689	69.018
22.739	69.018
22.789	69.018
22.839	69.564
22.889	69.564
22.939	69.564
22.989	70.111
23.039	70.111
23.089	70.111
23.139	70.111
23.189	70.658
23.239	70.658
23.289	70.658
23.339	71.205
23.389	71.205
23.439	71.205
23.489	71.205
23.539	71.751
23.589	71.751
23.639	71.751
23.689	72.298
23.740	72.298
23.789	72.298
23.839	72.298
23.889	72.845
23.940	72.845
23.989	72.845
24.039	73.392
24.089	73.392
24.139	73.392
24.189	73.392
24.239	73.938
24.289	73.938
24.339	73.938
24.389	74.485
24.439	74.485
24.489	74.485
24.539	74.485
24.589	75.032
24.639	75.032
24.689	75.032
24.740	75.579
24.789	75.579
24.839	75.579
24.889	76.125
24.939	76.125
24.990	76.125
25.039	76.125
25.089	76.672
25.139	76.672
25.189	76.672
25.239	77.219
25.289	77.219
25.339	77.219
25.389	77.219
25.439	77.766
25.489	77.766
25.539	77.766
25.589	78.312
25.639	78.312
25.689	78.312
25.739	78.312
25.789	78.859
25.839	78.859
25.889	78.859
25.939	79.406
25.989	79.406
26.039	79.406
26.090	79.406
26.139	79.953
26.189	79.953
26.239	79.953
26.289	80.499
26.339	80.499
26.389	80.499
26.439	81.046
26.489	81.046
26.540	81.046
26.589	81.046
26.639	81.593
26.689	81.593
26.739	81.593
26.789	81.593
26.839	82.140
26.889	82.140
26.939	82.140
26.989	82.686
27.039	82.686
27.089	82.686
27.139	82.686
27.189	83.233
27.241	83.233
27.289	83.233
27.339	83.780
27.389	83.780
27.439	83.780
27.489	83.780
27.540	84.327
27.589	84.327
27.639	84.327
27.689	84.873
27.739	84.873
27.789	84.873
27.839	84.873
27.889	85.420
27.939	85.420
27.989	85.420
28.039	85.967
28.089	85.967
28.139	85.967
28.189	85.967
28.241	86.514
28.289	86.514
28.339	86.514
28.389	87.060
28.439	87.060
28.489	87.060
28.539	87.607
28.590	87.607
28.639	87.607
28.689	87.607
28.739	88.154
28.789	88.154
28.839	88.154
28.889	88.701
28.939	88.701
28.989	88.701
29.039	88.701
29.089	89.247
29.139	89.247
29.189	89.247
29.239	89.794
29.289	89.794
29.339	89.794
29.389	89.794
29.439	90.341
29.489	90.341
29.540	90.341
29.589	90.887
29.639	90.887
29.689	90.887
29.739	90.887
29.789	91.434
29.839	91.434
29.889	91.434
29.939	91.981
29.990	91.981
30.039	91.981
30.089	91.981
30.139	92.528
30.189	92.528
30.239	92.528
30.289	93.074
30.339	93.074
30.389	93.074
30.439	93.621
30.489	93.621
30.539	93.621
30.589	93.621
30.640	94.168
30.690	94.168
30.739	94.168
30.789	94.715
30.839	94.715
30.889	94.715
30.939	94.715
30.989	95.261
31.039	95.261
31.089	95.261
31.139	95.261
31.189	95.808
31.239	95.808
31.289	95.808
31.339	96.355
31.389	96.355
31.439	96.355
31.489	96.355
31.539	96.902
31.589	96.902
31.639	96.902
31.689	97.448
31.739	97.448
31.789	97.448
31.839	97.995
31.889	97.995
31.939	97.995
31.989	98.542
32.040	98.542
32.089	98.542
32.139	98.542
32.189	99.089
32.239	99.089
32.289	99.089
32.339	99.635
32.390	99.635
32.439	99.635
32.489	99.635
32.539	100.182
32.589	100.182
32.639	100.182
32.689	100.729
32.739	100.729
32.790	100.729
32.839	100.729
32.889	101.276
32.939	101.276
32.989	101.276
33.039	101.822
33.089	101.822
33.139	101.822
33.189	101.822
33.239	102.369
33.289	102.369
33.339	102.369
33.389	102.916
33.439	102.916
33.489	102.916
33.540	102.916
33.589	103.463
33.639	103.463
33.689	103.463
33.739	104.009
33.789	104.009
33.839	104.009
33.889	104.009
33.939	104.556
33.989	104.556
34.039	104.556
34.089	105.103
34.139	105.103
34.189	105.103
34.239	105.103
34.289	105.650
34.339	105.650
34.389	105.650
34.439	106.196
34.489	106.196
34.540	106.196
34.589	106.196
34.639	106.743
34.689	106.743
34.739	106.743
34.789	107.290
34.839	107.290
34.889	107.290
34.939	107.837
34.989	107.837
35.040	107.837
35.089	107.837
35.139	108.383
35.189	108.383
35.239	108.383
35.289	108.930
35.340	108.930
35.389	108.930
35.439	109.477
35.489	109.477
35.540	109.477
35.589	109.477
35.639	110.024
35.689	110.024
35.739	110.024
35.789	110.024
35.839	110.570
35.889	110.570
35.939	110.570
35.989	111.117
36.039	111.117
36.089	111.117
36.139	111.117
36.189	111.664
36.239	111.664
36.289	111.664
36.340	112.210
36.389	112.210
36.439	112.210
36.489	112.210
36.539	112.757
36.589	112.757
36.639	112.757
36.689	113.304
36.739	113.304
36.789	113.304
36.839	113.304
36.889	113.851
36.939	113.851
36.989	113.851
37.039	114.397
37.089	114.397
37.139	114.397
37.189	114.397
37.239	114.944
37.289	114.944
37.339	114.944
37.389	115.491
37.439	115.491
37.489	115.491
37.539	115.491
37.589	116.038
37.639	116.038
37.690	116.038
37.740	116.584
37.789	116.584
37.839	116.584
37.889	116.584
37.939	117.131
37.989	117.131
38.039	117.131
38.089	117.678
38.139	117.678
38.189	117.678
38.239	117.678
38.289	118.225
38.339	118.225
38.389	118.225
38.439	118.771
38.490	118.771
38.539	118.771
38.589	118.771
38.639	119.318
38.689	119.318
38.739	119.318
38.789	119.865
38.839	119.865
38.889	119.865
38.939	120.412
38.989	120.412
39.039	120.412
39.089	120.412
39.139	120.958
39.189	120.958
39.239	120.958
39.289	120.958
39.339	121.505
39.389	121.505
39.439	121.505
39.489	122.052
39.539	122.052
39.589	122.052
39.640	122.052
39.689	122.599
39.739	122.599
39.789	122.599
39.839	123.145
39.889	123.145
39.939	123.145
39.989	123.145
40.039	123.692
40.089	123.692
40.139	123.692
40.189	124.239
40.239	124.239
40.289	124.239
40.389	124.786
40.489	124.786
40.539	125.332
40.589	125.332
40.639	125.332
40.689	125.879
40.739	125.879
40.789	125.879
40.839	125.879
40.889	126.426
40.939	126.426
40.989	126.426
41.039	126.973
41.089	126.973
41.139	126.973
41.190	126.973
41.239	127.519
41.289	127.519
41.339	127.519
41.389	128.066
41.439	128.066
41.490	128.066
41.539	128.066
41.589	128.613
41.639	128.613
41.689	128.613
41.739	129.160
41.789	129.160
41.840	129.160
41.889	129.160
41.939	129.706
41.989	129.706
42.039	129.706
42.089	130.253
42.139	130.253
42.189	130.253
42.239	130.253
42.289	130.800
42.339	130.800
42.389	130.800
42.439	131.347
42.489	131.347
42.539	131.347
42.589	131.893
42.639	131.893
42.689	131.893
42.739	131.893
42.789	132.440
42.839	132.440
42.889	132.440
42.939	132.987
42.989	132.987
43.039	132.987
43.089	132.987
43.139	133.533
43.189	133.533
43.239	133.533
43.289	134.080
43.339	134.080
43.389	134.080
43.439	134.080
43.489	134.627
43.539	134.627
43.589	134.627
43.639	135.174
43.689	135.174
43.739	135.174
43.789	135.174
43.839	135.720
43.889	135.720
43.939	135.720
43.989	136.267
44.039	136.267
44.089	136.267
44.139	136.267
44.189	136.814
44.239	136.814
44.289	136.814
44.339	137.361
44.389	137.361
44.439	137.361
44.489	137.907
44.539	137.907
44.589	137.907
44.639	137.907
44.689	138.454
44.739	138.454
44.789	138.454
44.839	139.001
44.889	139.001
44.939	139.001
44.989	139.001
45.039	139.548
45.090	139.548
45.139	139.548
45.189	140.094
45.239	140.094
45.289	140.094
45.340	140.094
45.389	140.641
45.439	140.641
45.489	140.641
45.539	141.188
45.590	141.188
45.639	141.188
45.689	141.188
45.739	141.735
45.789	141.735
45.839	141.735
45.889	142.281
45.939	142.281
45.989	142.281
46.040	142.281
46.089	142.828
46.139	142.828
46.189	142.828
46.239	143.375
46.289	143.375
46.339	143.375
46.389	143.375
46.439	143.922
46.489	143.922
46.539	143.922
46.589	144.468
46.639	144.468
46.689	144.468
46.739	144.468
46.789	145.015
46.839	145.015
46.889	145.015
46.939	145.015
46.989	145.562
47.039	145.562
47.089	145.562
47.139	146.109
47.189	146.109
47.239	146.109
47.289	146.109
47.339	146.655
47.389	146.655
47.439	146.655
47.489	147.202
47.539	147.202
47.589	147.202
47.640	147.749
47.689	147.749
47.739	147.749
47.789	147.749
47.839	148.296
47.889	148.296
47.939	148.296
47.989	148.842
48.039	148.842
48.089	148.842
48.139	148.842
48.189	149.389
48.239	149.389
48.289	149.389
48.339	149.936
48.389	149.936
48.439	149.936
48.489	149.936
48.539	150.483
48.589	150.483
48.639	150.483
48.689	150.483
48.739	151.029
48.789	151.029
48.839	151.029
48.889	151.576
48.939	151.576
48.989	151.576
49.039	152.123
49.089	152.123
49.139	152.123
49.189	152.670
49.239	152.670
49.289	152.670
49.339	152.670
49.389	153.216
49.439	153.216
49.489	153.216
49.539	153.216
49.589	153.763
49.639	153.763
49.689	153.763
49.739	154.310
49.789	154.310
49.839	154.310
49.890	154.310
49.939	154.856
49.989	154.856
50.039	154.856
50.090	155.403
50.139	155.403
