Motion Through Fluids Experiment Thu, Feb 06, 2020 1:49 PM
Time(sec)	Position(mm)
29.845	95.808
29.895	95.808
29.945	95.808
29.995	96.355
30.045	96.355
30.095	96.355
30.145	96.902
30.195	96.902
30.245	96.902
30.295	96.902
30.345	97.448
30.396	97.448
30.445	97.448
30.495	97.995
30.545	97.995
30.595	97.995
30.645	97.995
30.695	98.542
30.745	98.542
30.795	98.542
30.845	99.089
30.895	99.089
30.945	99.089
30.995	99.635
31.045	99.635
31.095	99.635
31.145	99.635
31.195	100.182
31.245	100.182
31.295	100.182
31.345	100.182
31.395	100.729
31.445	100.729
31.495	100.729
31.545	101.276
31.595	101.276
31.645	101.276
31.695	101.822
31.745	101.822
31.795	101.822
31.845	101.822
31.895	102.369
31.945	102.369
31.995	102.369
32.045	102.916
32.096	102.916
32.145	102.916
32.195	102.916
32.245	103.463
32.295	103.463
32.345	103.463
32.396	104.009
32.445	104.009
32.495	104.009
32.546	104.009
32.595	104.556
32.645	104.556
32.695	104.556
32.745	105.103
32.795	105.103
32.845	105.103
32.895	105.650
32.946	105.650
32.995	105.650
33.045	105.650
33.096	106.196
33.145	106.196
33.195	106.196
33.245	106.743
33.295	106.743
33.345	106.743
33.395	106.743
33.445	107.290
33.495	107.290
33.545	107.290
33.595	107.837
33.645	107.837
33.695	107.837
33.746	108.383
33.795	108.383
33.845	108.383
33.897	108.383
33.945	108.930
33.995	108.930
34.045	108.930
34.095	109.477
34.145	109.477
34.195	109.477
34.245	109.477
34.295	110.024
34.345	110.024
34.395	110.024
34.445	110.024
34.495	110.570
34.546	110.570
34.595	110.570
34.645	111.117
34.695	111.117
34.745	111.117
34.795	111.664
34.845	111.664
34.895	111.664
34.945	111.664
34.995	112.210
35.045	112.210
35.095	112.210
35.145	112.757
35.195	112.757
35.245	112.757
35.295	112.757
35.345	113.304
35.395	113.304
35.445	113.304
35.495	113.851
35.545	113.851
35.596	113.851
35.645	113.851
35.695	114.397
35.745	114.397
35.795	114.397
35.845	114.944
35.895	114.944
35.945	114.944
35.995	115.491
36.045	115.491
36.095	115.491
36.146	115.491
36.195	116.038
36.245	116.038
36.295	116.038
36.345	116.584
36.395	116.584
36.445	116.584
36.495	116.584
36.545	117.131
36.595	117.131
36.645	117.131
36.696	117.131
36.746	117.678
36.795	117.678
36.845	117.678
36.895	118.225
36.945	118.225
36.995	118.225
37.045	118.771
37.095	118.771
37.145	118.771
37.195	118.771
37.245	119.318
37.295	119.318
37.345	119.318
37.395	119.865
37.445	119.865
37.495	119.865
37.545	119.865
37.596	120.412
37.645	120.412
37.695	120.412
37.745	120.958
37.796	120.958
37.846	120.958
37.895	120.958
37.945	121.505
37.995	121.505
38.045	121.505
38.095	122.052
38.145	122.052
38.195	122.052
38.245	122.599
38.295	122.599
38.345	122.599
38.395	122.599
38.445	123.145
38.495	123.145
38.545	123.145
38.595	123.692
38.645	123.692
38.695	123.692
38.745	123.692
38.795	124.239
38.845	124.239
38.895	124.239
38.945	124.239
38.995	124.786
39.045	124.786
39.095	124.786
39.145	125.332
39.195	125.332
39.245	125.332
39.295	125.879
39.345	125.879
39.395	125.879
39.445	125.879
39.495	126.426
39.545	126.426
39.595	126.426
39.645	126.973
39.695	126.973
39.745	126.973
39.795	126.973
39.845	127.519
39.895	127.519
39.945	127.519
39.995	128.066
40.045	128.066
40.096	128.066
40.145	128.066
40.195	128.613
40.245	128.613
40.295	128.613
40.345	128.613
40.395	129.160
40.445	129.160
40.495	129.160
40.545	129.706
40.595	129.706
40.645	129.706
40.695	130.253
40.746	130.253
40.795	130.253
40.845	130.253
40.895	130.800
40.945	130.800
40.995	130.800
41.045	131.347
41.095	131.347
41.145	131.347
41.195	131.347
41.245	131.893
41.296	131.893
41.346	131.893
41.395	132.440
41.445	132.440
41.495	132.440
41.545	132.440
41.595	132.987
41.646	132.987
41.695	132.987
41.745	133.533
41.795	133.533
41.845	133.533
41.895	133.533
41.945	134.080
41.995	134.080
42.045	134.080
42.095	134.627
42.145	134.627
42.195	134.627
42.245	135.174
42.295	135.174
42.345	135.174
42.395	135.174
42.445	135.720
42.495	135.720
42.545	135.720
42.595	135.720
42.645	136.267
42.696	136.267
42.745	136.267
42.795	136.814
42.845	136.814
42.895	136.814
42.945	137.361
42.995	137.361
43.045	137.361
43.095	137.361
43.145	137.907
43.195	137.907
43.245	137.907
43.295	138.454
43.345	138.454
43.395	138.454
43.445	138.454
43.496	139.001
43.545	139.001
43.595	139.001
43.645	139.548
43.696	139.548
43.745	139.548
43.795	139.548
43.845	140.094
43.895	140.094
43.945	140.094
43.995	140.641
44.045	140.641
44.095	140.641
44.146	141.188
44.195	141.188
44.245	141.188
44.295	141.188
44.345	141.735
44.395	141.735
44.445	141.735
44.495	142.281
44.545	142.281
44.595	142.281
44.645	142.281
44.695	142.828
44.745	142.828
44.795	142.828
44.845	143.375
44.895	143.375
44.945	143.375
44.995	143.375
45.045	143.922
45.096	143.922
45.145	143.922
45.195	144.468
45.245	144.468
45.295	144.468
45.345	144.468
45.395	145.015
45.445	145.015
45.495	145.015
45.545	145.562
45.595	145.562
45.645	145.562
45.695	145.562
45.745	146.109
45.795	146.109
45.845	146.109
45.895	146.655
45.945	146.655
45.995	146.655
46.045	146.655
46.095	147.202
46.145	147.202
46.195	147.202
46.245	147.749
46.295	147.749
46.345	147.749
46.395	148.296
46.445	148.296
46.495	148.296
46.545	148.296
46.595	148.842
46.645	148.842
46.695	148.842
46.745	148.842
46.795	149.389
46.845	149.389
46.895	149.389
46.945	149.936
46.996	149.936
47.045	149.936
47.095	150.483
47.145	150.483
47.195	150.483
47.245	150.483
47.295	151.029
47.345	151.029
47.395	151.029
47.445	151.576
47.495	151.576
47.545	151.576
47.595	152.123
47.646	152.123
47.695	152.123
47.745	152.123
47.795	152.670
47.845	152.670
47.895	152.670
47.945	152.670
47.995	153.216
48.045	153.216
48.095	153.216
48.145	153.216
48.195	153.763
48.245	153.763
48.295	153.763
48.345	154.310
48.395	154.310
48.445	154.310
48.495	154.856
48.545	154.856
48.595	154.856
48.645	155.403
48.695	155.403
48.745	155.403
48.795	155.403
48.845	155.950
48.895	155.950
48.945	155.950
48.996	156.497
49.045	156.497
49.095	156.497
49.145	156.497
49.195	157.043
49.245	157.043
49.295	157.043
49.345	157.590
49.395	157.590
49.445	157.590
49.495	157.590
49.545	158.137
49.595	158.137
49.646	158.137
49.696	158.684
49.745	158.684
49.795	158.684
49.845	158.684
49.895	159.230
49.946	159.230
49.995	159.230
