Motion Through Fluids Experiment Thu, Feb 06, 2020 1:49 PM
Time(sec)	Position(mm)
0.045	5.595
0.095	2.862
0.145	0.675
0.196	2.862
0.245	2.315
0.295	2.315
0.345	5.595
0.395	5.049
0.445	5.049
0.495	4.502
0.545	3.955
0.596	3.409
0.645	2.862
0.696	2.862
0.745	2.862
0.795	3.409
0.845	3.409
0.895	3.955
0.945	3.955
0.995	3.955
1.045	3.955
1.095	4.502
1.145	4.502
1.195	5.049
1.245	5.049
1.295	5.049
1.345	5.595
1.395	5.595
1.445	5.595
1.496	6.142
1.545	6.142
1.595	6.142
1.645	6.689
1.695	6.689
1.746	6.689
1.795	7.236
1.845	7.236
1.895	7.236
1.945	7.782
1.995	7.782
2.045	7.782
2.095	8.329
2.145	8.329
2.196	8.329
2.245	8.329
2.295	8.876
2.345	8.876
2.395	8.876
2.445	8.876
2.495	9.423
2.545	9.423
2.595	9.423
2.645	9.969
2.695	9.969
2.745	9.969
2.795	10.516
2.845	10.516
2.895	10.516
2.945	10.516
2.995	11.063
3.045	11.063
3.095	11.063
3.145	11.610
3.195	11.610
3.245	11.610
3.295	11.610
3.345	12.156
3.395	12.156
3.445	12.156
3.495	12.703
3.545	12.703
3.595	12.703
3.646	12.703
3.695	13.250
3.745	13.250
3.795	13.250
3.846	13.797
3.895	13.797
3.945	13.797
3.995	14.343
4.045	14.343
4.096	14.343
4.145	14.343
4.195	14.890
4.246	14.890
4.295	14.890
4.345	14.890
4.395	15.437
4.445	15.437
4.495	15.437
4.545	15.984
4.596	15.984
4.645	15.984
4.695	15.984
4.745	16.530
4.795	16.530
4.845	16.530
4.895	17.077
4.945	17.077
4.995	17.077
5.045	17.077
5.095	17.624
5.145	17.624
5.196	17.624
5.245	18.171
5.295	18.171
5.345	18.171
5.395	18.171
5.445	18.717
5.496	18.717
5.545	18.717
5.595	19.264
5.645	19.264
5.695	19.264
5.745	19.811
5.795	19.811
5.845	19.811
5.895	19.811
5.946	20.358
5.995	20.358
6.045	20.358
6.095	20.358
6.145	20.904
6.195	20.904
6.245	21.451
6.295	21.451
6.345	21.451
6.395	21.451
6.445	21.451
6.495	21.998
6.545	21.998
6.595	21.998
6.645	22.545
6.695	22.545
6.745	22.545
6.795	23.091
6.845	23.091
6.895	23.091
6.945	23.091
6.995	23.638
7.045	23.638
7.095	23.638
7.145	24.185
7.195	24.185
7.246	24.185
7.296	24.185
7.345	24.732
7.395	24.732
7.445	24.732
7.495	25.278
7.545	25.278
7.595	25.278
7.646	25.278
7.695	25.825
7.745	25.825
7.795	25.825
7.845	26.372
7.895	26.372
7.945	26.372
7.995	26.372
8.045	26.918
8.095	26.918
8.145	26.918
8.195	27.465
8.245	27.465
8.295	27.465
8.345	28.012
8.395	28.012
8.445	28.012
8.495	28.012
8.545	28.559
8.596	28.559
8.645	28.559
8.695	29.105
8.745	29.105
8.795	29.105
8.845	29.105
8.895	29.652
8.945	29.652
8.995	29.652
9.045	30.199
9.095	30.199
9.145	30.199
9.195	30.199
9.245	30.746
9.295	30.746
9.345	30.746
9.395	31.292
9.445	31.292
9.495	31.292
9.545	31.839
9.595	31.839
9.645	31.839
9.695	31.839
9.745	31.839
9.796	32.386
9.845	32.386
9.895	32.386
9.945	32.933
9.996	32.933
10.045	32.933
10.095	33.479
10.145	33.479
10.195	33.479
10.245	33.479
10.295	34.026
10.345	34.026
10.395	34.026
10.445	34.573
10.495	34.573
10.545	34.573
10.595	35.120
10.645	35.120
10.695	35.120
10.746	35.120
10.795	35.666
10.845	35.666
10.895	35.666
10.945	35.666
10.995	36.213
11.045	36.213
11.095	36.213
11.145	36.760
11.195	36.760
11.245	36.760
11.295	36.760
11.345	37.307
11.395	37.307
11.445	37.307
11.495	37.853
11.545	37.853
11.595	37.853
11.645	37.853
11.695	38.400
11.746	38.400
11.795	38.400
11.845	38.947
11.895	38.947
11.946	38.947
11.995	39.494
12.045	39.494
12.095	39.494
12.145	39.494
12.195	40.040
12.245	40.040
12.295	40.040
12.345	40.587
12.395	40.587
12.445	40.587
12.495	40.587
12.545	41.134
12.595	41.134
12.645	41.134
12.695	41.681
12.745	41.681
12.795	41.681
12.845	41.681
12.895	42.227
12.946	42.227
12.995	42.227
13.045	42.774
13.095	42.774
13.145	42.774
13.196	43.321
13.245	43.321
13.295	43.321
13.345	43.321
13.395	43.868
13.445	43.868
13.495	43.868
13.545	44.414
13.595	44.414
13.645	44.414
13.695	44.414
13.745	44.961
13.795	44.961
13.845	44.961
13.895	45.508
13.945	45.508
13.995	45.508
14.045	45.508
14.095	46.055
14.145	46.055
14.195	46.055
14.245	46.601
14.295	46.601
14.345	46.601
14.395	46.601
14.445	47.148
14.495	47.148
14.545	47.148
14.595	47.695
14.645	47.695
14.695	47.695
14.745	47.695
14.795	48.241
14.846	48.241
14.895	48.241
14.945	48.788
14.995	48.788
15.045	48.788
15.095	48.788
15.145	49.335
15.195	49.335
15.245	49.335
15.295	49.882
15.345	49.882
15.395	49.882
15.445	49.882
15.495	50.428
15.545	50.428
15.595	50.428
15.645	50.975
15.695	50.975
15.746	50.975
15.796	50.975
15.845	51.522
15.895	51.522
15.945	51.522
15.995	52.069
16.045	52.069
16.095	52.069
16.145	52.069
16.195	52.615
16.245	52.615
16.295	52.615
16.345	53.162
16.395	53.162
16.445	53.162
16.495	53.162
16.545	53.709
16.596	53.709
16.645	53.709
16.695	54.256
16.745	54.256
16.795	54.256
16.845	54.802
16.895	54.802
16.945	54.802
16.995	54.802
17.045	55.349
17.095	55.349
17.145	55.349
17.195	55.349
17.245	55.896
17.295	55.896
17.346	55.896
17.395	56.443
17.445	56.443
17.495	56.443
17.546	56.443
17.595	56.989
17.645	56.989
17.695	56.989
17.745	57.536
17.795	57.536
17.845	57.536
17.895	58.083
17.945	58.083
17.995	58.083
18.045	58.083
18.095	58.630
18.145	58.630
18.195	58.630
18.245	59.176
18.295	59.176
18.345	59.176
18.395	59.176
18.445	59.723
18.495	59.723
18.545	59.723
18.595	60.270
18.645	60.270
18.695	60.270
18.745	60.270
18.795	60.817
18.845	60.817
18.895	60.817
18.945	61.363
18.995	61.363
19.045	61.363
19.096	61.910
19.145	61.910
19.195	61.910
19.245	61.910
19.295	62.457
19.345	62.457
19.395	62.457
19.445	63.004
19.495	63.004
19.545	63.004
19.595	63.004
19.645	63.550
19.695	63.550
19.745	63.550
19.795	64.097
19.845	64.097
19.895	64.097
19.945	64.097
19.995	64.644
20.046	64.644
20.095	64.644
20.145	65.191
20.195	65.191
20.245	65.191
20.295	65.737
20.346	65.737
20.395	65.737
20.445	65.737
20.495	66.284
20.545	66.284
20.595	66.284
20.645	66.831
20.695	66.831
20.745	66.831
20.795	66.831
20.845	67.378
20.896	67.378
20.945	67.378
20.995	67.924
21.045	67.924
21.095	67.924
21.145	67.924
21.195	68.471
21.245	68.471
21.295	68.471
21.345	69.018
21.395	69.018
21.445	69.018
21.495	69.564
21.545	69.564
21.595	69.564
21.645	69.564
21.696	70.111
21.745	70.111
21.795	70.111
21.845	70.658
21.895	70.658
21.945	70.658
21.995	70.658
22.045	71.205
22.095	71.205
22.145	71.205
22.195	71.751
22.246	71.751
22.295	71.751
22.345	71.751
22.395	72.298
22.445	72.298
22.496	72.298
22.545	72.845
22.595	72.845
22.645	72.845
22.696	73.392
22.746	73.392
22.796	73.392
22.846	73.392
22.895	73.938
22.945	73.938
22.995	73.938
23.045	74.485
23.095	74.485
23.145	74.485
23.195	74.485
23.245	75.032
23.295	75.032
23.345	75.032
23.395	75.032
23.445	75.579
23.495	75.579
23.545	75.579
23.595	76.125
23.645	76.125
23.695	76.125
23.745	76.672
23.795	76.672
23.845	76.672
23.895	76.672
23.945	77.219
23.995	77.219
24.045	77.219
24.095	77.766
24.145	77.766
24.195	77.766
24.245	77.766
24.295	78.312
24.345	78.312
24.395	78.312
24.445	78.859
24.495	78.859
24.545	78.859
24.596	78.859
24.645	79.406
24.695	79.406
24.745	79.406
24.795	79.953
24.845	79.953
24.895	79.953
24.945	79.953
24.995	80.499
25.045	80.499
25.095	80.499
25.145	81.046
25.195	81.046
25.245	81.046
25.296	81.593
25.345	81.593
25.395	81.593
25.445	81.593
25.495	82.140
25.545	82.140
25.595	82.140
25.645	82.686
25.695	82.686
25.745	82.686
25.795	82.686
25.845	83.233
25.896	83.233
25.945	83.233
25.995	83.780
26.046	83.780
26.095	83.780
26.145	84.327
26.195	84.327
26.245	84.327
26.295	84.327
26.345	84.873
26.395	84.873
26.445	84.873
26.495	85.420
26.545	85.420
26.595	85.420
26.645	85.420
26.695	85.967
26.745	85.967
26.795	85.967
26.845	86.514
26.895	86.514
26.945	86.514
26.995	86.514
27.045	87.060
27.095	87.060
27.145	87.060
27.195	87.607
27.245	87.607
27.295	87.607
27.345	87.607
27.395	88.154
27.445	88.154
27.495	88.154
27.545	88.701
27.595	88.701
27.645	88.701
27.695	88.701
27.745	89.247
27.795	89.247
27.845	89.247
27.895	89.794
27.945	89.794
27.995	89.794
28.045	89.794
28.095	90.341
28.145	90.341
28.195	90.341
28.245	90.887
28.295	90.887
28.345	90.887
28.395	91.434
28.446	91.434
28.495	91.434
28.545	91.434
28.596	91.981
28.645	91.981
28.695	91.981
28.745	91.981
28.795	92.528
28.845	92.528
28.895	92.528
28.945	93.074
28.995	93.074
29.045	93.074
29.095	93.074
29.146	93.621
29.195	93.621
29.245	93.621
29.295	94.168
29.345	94.168
29.395	94.168
29.445	94.715
29.495	94.715
29.545	94.715
29.595	94.715
29.645	95.261
29.695	95.261
29.745	95.261
29.795	95.808
