Motion Through Fluids Experiment Thu, Feb 06, 2020 2:20 PM
Time(sec)	Position(mm)
31.369	222.106
31.419	222.106
31.469	222.653
31.519	223.199
31.569	223.199
31.619	223.746
31.669	223.746
31.719	224.293
31.770	224.840
31.819	224.840
31.869	225.386
31.919	225.386
31.969	225.933
32.019	226.480
32.069	226.480
32.119	227.027
32.169	227.027
32.219	227.573
32.269	228.120
32.319	228.120
32.369	228.667
32.419	228.667
32.469	229.214
32.519	229.214
32.569	229.760
32.619	230.307
32.669	230.307
32.719	230.854
32.769	230.854
32.819	231.401
32.869	231.947
32.919	231.947
32.969	232.494
33.019	232.494
33.069	233.041
33.119	233.041
33.169	233.588
33.219	234.134
33.270	234.134
33.319	234.681
33.369	234.681
33.419	235.228
33.469	235.775
33.519	235.775
33.570	236.321
33.619	236.321
33.669	236.868
33.719	236.868
33.769	237.415
33.819	237.415
33.870	237.962
33.919	238.508
33.969	238.508
34.019	239.055
34.069	239.055
34.119	239.602
34.169	240.148
34.219	240.148
34.269	240.695
34.319	240.695
34.369	241.242
34.419	241.789
34.469	241.789
34.519	242.335
34.569	242.335
34.619	242.882
34.669	242.882
34.719	243.429
34.770	243.429
34.820	243.976
34.869	244.522
34.919	244.522
34.969	245.069
35.019	245.069
35.069	245.616
35.119	245.616
35.169	246.163
35.219	246.163
35.269	246.709
35.319	247.256
35.369	247.256
35.419	247.803
35.469	247.803
35.520	248.350
35.569	248.350
35.619	248.896
35.669	248.896
35.719	249.443
35.769	249.443
35.819	249.990
35.869	250.537
35.919	250.537
35.969	251.083
