Motion Through Fluids Experiment Thu, Feb 06, 2020 2:22 PM
Time(sec)	Position(mm)
15.492	109.477
15.542	110.024
15.592	110.570
15.642	110.570
15.692	111.117
15.742	111.664
15.792	111.664
15.842	112.210
15.892	112.210
15.942	112.757
15.992	113.304
16.042	113.304
16.092	113.851
16.142	114.397
16.192	114.397
16.242	114.944
16.292	115.491
16.342	115.491
16.392	116.038
16.442	116.038
16.492	116.584
16.542	117.131
16.592	117.131
16.642	117.678
16.692	118.225
16.742	118.225
16.792	118.771
16.842	119.318
16.892	119.318
16.942	119.865
16.992	119.865
17.042	120.412
17.092	120.958
17.142	120.958
17.192	121.505
17.242	122.052
17.292	122.052
17.342	122.599
17.392	123.145
17.442	123.145
17.492	123.692
17.542	124.239
17.592	124.239
17.642	124.786
17.692	124.786
17.742	125.332
17.792	125.879
17.842	125.879
17.892	126.426
17.942	126.973
17.992	126.973
18.042	127.519
18.092	128.066
18.142	128.066
18.192	128.613
18.242	128.613
18.292	129.160
18.342	129.706
18.392	129.706
18.442	130.253
18.492	130.800
18.542	130.800
18.592	131.347
18.642	131.893
18.692	131.893
18.742	132.440
18.793	132.987
18.842	132.987
18.892	133.533
18.942	133.533
18.992	134.080
19.042	134.627
19.093	134.627
19.142	135.174
19.192	135.720
19.242	135.720
19.292	136.267
19.342	136.814
19.392	136.814
19.442	137.361
19.492	137.907
19.542	137.907
19.592	138.454
19.642	138.454
19.692	139.001
19.742	139.548
19.792	139.548
19.842	140.094
19.892	140.641
19.942	140.641
19.992	141.188
20.042	141.735
20.092	141.735
20.142	142.281
20.192	142.828
20.243	142.828
20.292	143.375
20.342	143.922
20.392	143.922
20.442	144.468
20.492	144.468
20.542	145.015
20.593	145.562
20.642	145.562
20.692	146.109
20.742	146.655
20.792	146.655
20.842	147.202
20.892	147.202
20.942	147.749
20.993	148.296
21.043	148.842
21.092	148.842
21.142	149.389
21.192	149.389
21.243	149.936
21.292	150.483
21.342	150.483
21.392	151.029
21.442	151.029
21.492	151.576
21.542	152.123
21.592	152.123
21.642	152.670
21.692	153.216
21.742	153.216
21.793	153.763
21.842	153.763
21.892	154.310
21.942	154.856
21.992	154.856
22.043	155.403
22.092	155.950
22.142	155.950
22.192	156.497
22.242	157.043
22.292	157.043
22.343	157.590
22.392	157.590
22.442	158.137
22.492	158.684
22.542	158.684
22.592	159.230
22.642	159.777
22.692	159.777
22.742	160.324
22.793	160.871
22.842	160.871
22.892	161.417
22.942	161.964
22.992	161.964
23.042	162.511
23.092	162.511
23.142	163.058
23.192	163.604
23.242	163.604
23.292	164.151
23.342	164.698
23.393	164.698
23.442	165.245
23.492	165.791
23.542	165.791
23.592	166.338
23.643	166.885
23.692	166.885
23.742	167.432
23.792	167.432
23.842	167.978
23.892	168.525
23.942	168.525
23.992	169.072
24.042	169.619
24.092	169.619
24.142	170.165
24.192	170.165
24.242	170.712
24.292	171.259
24.343	171.259
24.392	171.806
24.442	172.352
24.492	172.352
24.542	172.899
24.592	173.446
24.642	173.446
24.692	173.992
24.742	174.539
24.792	174.539
24.842	175.086
24.892	175.633
24.942	175.633
24.992	176.179
25.042	176.179
25.093	176.726
25.143	177.273
25.192	177.273
25.242	177.820
25.292	178.366
25.342	178.366
25.392	178.913
25.442	179.460
25.492	179.460
25.542	180.007
25.592	180.553
25.642	180.553
25.692	181.100
25.742	181.647
25.792	181.647
25.842	182.194
25.892	182.194
25.942	182.740
25.992	183.287
26.043	183.287
26.092	183.834
26.142	184.381
26.192	184.381
26.242	184.927
26.292	185.474
26.342	185.474
26.392	186.021
26.442	186.021
26.492	186.568
26.542	187.114
26.592	187.114
26.642	187.661
26.692	188.208
26.743	188.208
26.792	188.755
26.842	189.301
26.892	189.301
26.942	189.848
26.992	189.848
27.042	190.395
27.092	190.942
27.142	190.942
27.192	191.488
27.242	192.035
27.292	192.035
27.342	192.582
27.392	192.582
27.442	193.129
27.492	193.675
27.542	193.675
27.592	194.222
27.642	194.769
27.692	194.769
27.742	195.316
27.792	195.316
27.843	195.862
27.892	196.409
27.942	196.409
27.992	196.956
28.043	197.502
28.092	197.502
28.142	198.049
28.192	198.049
28.242	198.596
28.292	199.143
28.342	199.143
28.392	199.689
28.442	200.236
28.492	200.236
28.542	200.783
28.592	201.330
28.642	201.330
28.692	201.876
28.742	201.876
28.792	202.423
28.842	202.970
28.893	202.970
28.942	203.517
28.992	204.063
29.042	204.063
29.092	204.610
29.142	205.157
29.192	205.157
29.242	205.704
29.293	205.704
29.342	206.250
29.392	206.797
29.442	206.797
29.492	207.344
29.542	207.891
29.592	207.891
29.642	208.437
29.692	208.437
29.742	208.984
29.792	209.531
29.842	209.531
29.892	210.078
29.942	210.624
29.992	210.624
30.042	211.171
30.092	211.718
30.142	211.718
30.192	212.265
30.242	212.265
30.292	212.811
30.342	213.358
30.392	213.358
30.442	213.905
30.492	214.452
30.542	214.452
30.592	214.998
30.642	214.998
30.692	215.545
30.742	216.092
30.792	216.092
30.842	216.638
30.893	216.638
30.942	217.185
30.992	217.732
31.042	217.732
31.092	218.279
31.142	218.279
31.192	218.825
31.243	219.372
31.292	219.372
31.342	219.919
31.392	219.919
31.442	220.466
31.492	220.466
31.542	221.012
31.592	221.559
31.643	221.559
31.692	222.106
31.742	222.653
31.792	222.653
31.842	223.199
31.892	223.199
31.942	223.746
31.992	224.293
32.042	224.293
32.093	224.840
32.142	224.840
32.192	225.386
32.242	225.386
32.292	225.933
32.342	226.480
32.392	226.480
32.442	227.027
32.492	227.027
32.542	227.573
32.592	228.120
32.642	228.120
32.692	228.667
32.742	228.667
32.792	229.214
32.842	229.760
32.892	229.760
32.942	230.307
32.992	230.307
33.042	230.854
33.092	230.854
33.142	231.401
33.192	231.401
33.242	231.947
33.292	232.494
33.342	232.494
33.392	233.041
33.442	233.041
33.492	233.588
33.542	233.588
33.592	234.134
33.642	234.681
33.692	234.681
33.742	235.228
33.793	235.228
33.842	235.775
33.892	235.775
33.942	236.321
33.992	236.321
34.042	236.868
34.092	237.415
34.142	237.415
34.192	237.962
34.242	237.962
34.292	238.508
34.342	238.508
34.392	239.055
34.442	239.055
34.493	239.602
34.542	240.148
34.592	240.148
34.642	240.695
34.693	240.695
34.742	241.242
34.793	241.242
34.842	241.789
34.892	241.789
34.942	242.335
34.992	242.882
35.042	242.882
35.092	243.429
35.142	243.429
35.192	243.976
35.242	243.976
35.292	244.522
35.342	244.522
35.392	245.069
35.442	245.069
35.492	245.616
35.542	246.163
35.592	246.163
35.642	246.709
35.693	246.709
35.742	247.256
35.792	247.256
35.842	247.803
35.892	247.803
35.942	248.350
35.992	248.350
